Name,Phone,Address,Website,Category,Keyword,Location,TimeZone,IdStatus
Vista Real Estate Partners,5106251500,"38 Webster StOakland, CA 94607",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
General Growth,8184596807,"100 W Broadway Ste 700Glendale, CA 91210",http://www.ggp.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Mission Property Management,5107929800,"39180 Liberty St Ste 202Fremont, CA 94538",http://www.missionpm.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Remax City Of Industry,6269648999,"17843 Colima RdCity Of Industry, CA 91748",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,5629021752,"15744 Imperial HwyLa Mirada, CA 90638",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Esquer Realty Inc,7603579707,"943 S Imperial Ave Ste CCalexico, CA 92231",http://www.esquerrealty.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Merit Realty Group,3232619900,"155 S Mednik AveLos Angeles, CA 90022",http://www.meritrg.com/,"Real Estate Agents, Business Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,7602858572,"2582 S Sierra MadrePalm Springs, CA 92264",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Developers",Real Estate,CA,PST,Lead
Jocelyne Monello Heritage Sotheby's International Realty,7072248281,"780 Trancas StNapa, CA 94558",http://www.move2napavalley.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Fernando Ayala's Real Estate Page,9096254663,"219 N Indian Hill Blvd Ste 201Claremont, CA 91711",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
"Tarbell, Realtors",9493668810,"1001 Avenida Pico Ste NSan Clemente, CA 92673",http://www.tarbellcareers.com/,"Real Estate Agents, Real Estate Referral & Information Service",Real Estate,CA,PST,Lead
Remax,5308880777,"13555 Bowman Rd Ste 600Auburn, CA 95603",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Star Mark Realty,8182466500,"721 E BroadwayGlendale, CA 91205",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Coldwell Banker,7608734264,"370 W Line StBishop, CA 93514",https://www.bishoprealestate.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,4083834800,"2833 Junction Ave Ste 200San Jose, CA 95134",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,5309264140,"117 W Lake StMount Shasta, CA 96067",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,7074865400,"4820 Business Center Dr Ste 170Fairfield, CA 94534",http://www.viewhomesinsolanocounty.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Crandall Preferred Properties,8316258800,"Sw 6th & Lincoln StCarmel, CA 93923",http://carolcrandall.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,7144653750,"10101 Slater AveFountain Valley, CA 92708",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,3109704024,"13637 Hawthorne BlvdHawthorne, CA 90250",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Azalea Realty,7078394400,"1225 Central AveMcKinleyville, CA 95519",http://www.azalearealty.com/,"Real Estate Agents, Real Estate Investing",Real Estate,CA,PST,Lead
Coldwell Banker,5309265236,"426 N Mount Shasta BlvdMount Shasta, CA 96067",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8059854444,"105 Los Altos StOxnard, CA 93035",https://www.coldwellbanker.com/coldwell-banker-realty-12669c/oxnard-beach--office-364019d,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,2098783456,"6430 Greeley Hill RdCoulterville, CA 95311",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8057724447,"490 Morro Bay BlvdMorro Bay, CA 93442",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,7077259376,"910 S Fortuna BlvdFortuna, CA 95540",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9516582149,"610 E Florida AveHemet, CA 92543",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9098663531,"42153 Big Bear BlvdBig Bear Lake, CA 92315",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8889914657,"4090 Mission BlvdSan Diego, CA 92109",https://www.coldwellbankerhomes.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
RE/MAX College Park,5622933140,"4192 Woodruff AveLakewood, CA 90713",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,6503020527,"1250 San Carlos AveSan Carlos, CA 94070",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,8189992700,"6740 Fallbrook AveWest Hills, CA 91307",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,8188982255,"1008 Hollister StSan Fernando, CA 91340",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8314222300,"1582 N Sanborn RdSalinas, CA 93905",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
CB Richard Ellis,9497261003,"7030 Trabuco RdIrvine, CA 92618",http://www.cbre.com/newportbeach,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Coldwell Banker,8316262224,"4 Dolores StCarmel, CA 93923",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9256748000,"3775 Main StOakley, CA 94561",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Dean Russel Real Estate,2095453076,"1144 Thieman RdModesto, CA 95356",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Coldwell Banker,8314629000,"2140 41st AveCapitola, CA 95010",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,7145423600,"801 N Bush StSanta Ana, CA 92701",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
RE/MAX Full Spectrum,7075446000,"1303 College AveSanta Rosa, CA 95404",http://www.ppgsonoma.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,7078640205,"5071 Business Center Dr Ste 1Fairfield, CA 94534",http://www.gatewayrealty.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9492444534,"407 N El Camino RealSan Clemente, CA 92672",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,5308725880,"6635 Clark RdParadise, CA 95969",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Fremont Properties,3105161615,"970 W 190th StTorrance, CA 90502",http://www.fremontgroup.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Tom Williams Commercial Real Estate,2095636767,"PO Box 2616Merced, CA 95344",http://kw.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Planning Partners Limited,3233429972,"551 Lotus StLos Angeles, CA 90065",http://planningpartners.com/,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Centennial Properties,5624387125,"3116 E 4th StLong Beach, CA 90814",https://www.centprop.com/,"Real Estate Management, Property Maintenance",Real Estate,CA,PST,Lead
Dci Real Estate Solutions,9517848934,"6857 Thomas AveRiverside, CA 92506",http://www.dcirealestatesolutions.com/,"Real Estate Buyer Brokers, Real Estate Rental Service",Real Estate,CA,PST,Lead
Cochrane Property Management,8059652887,"102 W Arrellaga StSanta Barbara, CA 93101",https://www.cochranepm.com/,"Real Estate Management, Apartment Finder & Rental Service",Real Estate,CA,PST,Lead
lhsells,6618098621,Serving theCA Area,,"Real Estate Exchange, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
M.R.S. Commercial Real Estate Consulting,3105043210,"1976 S La Cienega Blvd Ste 228Los Angeles, CA 90034",,"Commercial Real Estate, Real Estate Consultants",Real Estate,CA,PST,Lead
La Quinta California Real Estate,7608809996,"78000 Fred Waring DrPalm Desert, CA 92211",,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
R.E. Peters Company,7147131277,"6771 Evening Hill DrHuntington Beach, CA 92648",,"Real Estate Developers, Real Estate Consultants",Real Estate,CA,PST,Lead
Sierra Property Management,8056921520,"5290 Overpass RdSanta Barbara, CA 93111",http://www.sierrapropsb.com/,"Leasing Service, Real Estate Rental Service",Real Estate,CA,PST,Lead
song que realty & prop mgmt,7148485555,"Po Box 9803Fountain Valley, CA 92728",,"Real Estate Developers, Real Estate Investing",Real Estate,CA,PST,Lead
"Katrina Castillo, Loan Officer",8053224874,Serving theCA Area,,"Financing Consultants, Mortgages",Real Estate,CA,PST,Lead
"Insignia Real Estate Services,  Inc.",5107948105,"4510 Peralta Blvd Ste 25Fremont, CA 94536",,"Business Brokers, Real Estate Management",Real Estate,CA,PST,Lead
Fulvest Corp,3108591925,"8727 W 3rd StLos Angeles, CA 90048",,"Commercial Real Estate, Real Estate Consultants",Real Estate,CA,PST,Lead
Agoura Business Center,8188892822,"5304 Derry Ave Ste AAgoura Hills, CA 91301",http://agourabusinesscenter.com/,"Industrial Developments, Real Estate Consultants",Real Estate,CA,PST,Lead
Bay's Elite Management Group,5102142616,"817 52nd StEmeryville, CA 94608",,"Real Estate Management, Condominium Management",Real Estate,CA,PST,Lead
Canter Companies,6195460973,"655 W Broadway Ste 1650San Diego, CA 92101",http://canterre.com/,"Financial Planning Consultants, Real Estate Investing",Real Estate,CA,PST,Lead
Esquire Property Management Group,4084025025,Serving theCA Area,https://esquirepropertymanagementgroup.com/,"Real Estate Management, Property Maintenance",Real Estate,CA,PST,Lead
"VelaRai Enterprises, Inc.",8183928385,"15303 Ventura Blvd Ste 900Sherman Oaks, CA 91403",,"Real Estate Referral & Information Service, Real Estate Consultants",Real Estate,CA,PST,Lead
Topa Insurance Company,3102039199,"1800 Avenue Of The Stars Ste 1400Los Angeles, CA 90067",http://www.topamanagement.com/,"Real Estate Management, Real Estate Consultants",Real Estate,CA,PST,Lead
"L & H RE Investments, LLC",5598713954,"895 Belmont AveMendota, CA 93640",,"Real Estate Investing, Commercial Real Estate",Real Estate,CA,PST,Lead
"Vaac Realty, Inc.",6268410028,"713 W Duarte RdArcadia, CA 91007",http://www.vaac.biz/,"Real Estate Developers, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
"Lincos Properties, LLC",3102653947,"609 Deep Valley Dr Ste 271Rolling Hills Estates, CA 90274",,"Land Companies, Real Estate Developers",Real Estate,CA,PST,Lead
Tutelian,5592668000,"1401 Fulton St Ste 210Fresno, CA 93721",http://www.tutelian.com/,"Real Estate Developers, Property Maintenance",Real Estate,CA,PST,Lead
Invision Investment Group,2132918838,"556 Towne AveLos Angeles, CA 90013",,"Real Estate Developers, Real Estate Investing",Real Estate,CA,PST,Lead
Real Estate Staging By Cynthia,6618715495,"Bakersfield, CA 93306",,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Terg And Associates LLC,9099875100,"9271 Archibald AveRancho Cucamonga, CA 91730",,"Real Estate Developers, Real Estate Investing",Real Estate,CA,PST,Lead
Apex Properties,3108382013,"10008 National Blvd # 330Los Angeles, CA 90034",,"Real Estate Exchange, Real Estate Investing",Real Estate,CA,PST,Lead
"Concord Partners, Inc.",3102000695,Serving theCA Area,,"Real Estate Developers, Real Estate Referral & Information Service",Real Estate,CA,PST,Lead
Properties West,3108336227,"1423 W 8th StSan Pedro, CA 90732",http://www.propwestmgt.com/,"Real Estate Management, Property Maintenance",Real Estate,CA,PST,Lead
"Valley Capital Investment, LLC",4086002009,"2242 Quimby RdSan Jose, CA 95122",,"Real Estate Investing, Commercial Real Estate",Real Estate,CA,PST,Lead
CJL Financial,6269262702,"Chino Hills, CA 91709",,"Real Estate Developers, Real Estate Investing",Real Estate,CA,PST,Lead
USA Home Owner Seller,7149278211,"1532 Sierra Bonita DrPlacentia, CA 92870",,"Real Estate Referral & Information Service, Real Estate Rental Service",Real Estate,CA,PST,Lead
Feild & Associates,5303331011,"PO Box 1266Georgetown, CA 95634",,"Real Estate Consultants, Real Estate Appraisers",Real Estate,CA,PST,Lead
Jon Walker - Voit Real Estate Services,9167513631,"2237 Douglas Blvd Ste 100Roseville, CA 95661",http://voitco.com/,"Office & Desk Space Rental Service, Office Furniture & Equipment-Renting & Leasing",Real Estate,CA,PST,Lead
Chico Sierra Real Estate Management INC,5308940244,"180 E 9th AveChico, CA 95926",http://www.sierraproperty.us/,"Real Estate Management, Real Estate Referral & Information Service",Real Estate,CA,PST,Lead
Integra Realty Resources - San Diego,8582594900,"5330 Carroll Canyon RdSan Diego, CA 92121",http://www.irrsandiego.com/,"Real Estate Appraisers, Real Estate Investing",Real Estate,CA,PST,Lead
South Bay Dance Academy,6194273262,"555 Broadway Ste 2010Chula Vista, CA 91910",http://www.southbaydanceacademy.com/,"Dancing Instruction, Real Estate Consultants",Real Estate,CA,PST,Lead
Cushman & Wakefield Inc,4154352615,"36 Main StBelvedere Tiburon, CA 94920",http://cushmanwakefield.com/,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Realty Executives Valley Brkr,7076782854,"1731 Howe AveSacramento, CA 95825",,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
La Villa Realty,5107241213,"644 Quinan StPinole, CA 94564",,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Thoits Law,6503274200,"285 Hamilton AvePalo Alto, CA 94301",http://www.thoits.com/,"Real Estate Management, Attorneys",Real Estate,CA,PST,Lead
Excel Relocation Systems,6615877356,"2305 Fruitvale AveBakersfield, CA 93308",http://www.excelrelocation.com/,"Movers & Full Service Storage, Commercial Real Estate",Real Estate,CA,PST,Lead
California Commercial Real Estate Services,9497940000,"1800 Quail StNewport Beach, CA 92660",http://www.calcomm.org/,"Real Estate Investing, Property Maintenance",Real Estate,CA,PST,Lead
Icon Realty Services,8184367570,"Woodland Hills, CA 91367",http://www.iconrealtyservices.com/,"Condominium Management, Association Management",Real Estate,CA,PST,Lead
Beach Front Property Management Inc.,8189800900,"3711 Long Beach BlvdLong Beach, CA 90807",,"Real Estate Management, Real Estate Consultants",Real Estate,CA,PST,Lead
Daniele Development Corporation,9495543580,"PO Box 7892Newport Beach, CA 92658",,"Real Estate Developers, Real Estate Loans",Real Estate,CA,PST,Lead
Lido Property Management,7149560235,"731 E Ball RdAnaheim, CA 92805",http://www.lidopropertymanagement.com/,"Real Estate Management, Commercial Real Estate",Real Estate,CA,PST,Lead
Eugene Burger Management Corp.,8007880233,Serving theCA Area,http://www.ebmc.com/,"Condominium Management, Association Management",Real Estate,CA,PST,Lead
CASp Experts,8183912570,"PO Box 5160Burbank, CA 91508",http://casp-experts.com/,"Consultants Referral Service, Commercial Real Estate",Real Estate,CA,PST,Lead
Synergy Real Estate Group,9099874929,"11030 Arrow RteRancho Cucamonga, CA 91730",,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Rancho Los Feliz,3236632626,"3205 Los Feliz BlvdLos Angeles, CA 90039",,"Real Estate Management, Commercial Real Estate",Real Estate,CA,PST,Lead
Ihouseweb Inc,5302317529,"1554 Drew AveDavis, CA 95618",,"Real Estate Referral & Information Service, Commercial Real Estate",Real Estate,CA,PST,Lead
CIREE - Commercial Real Estate,9519018060,"3499 Mono DrRiverside, CA 92506",,"Real Estate Buyer Brokers, Commercial Real Estate",Real Estate,CA,PST,Lead
Gulf Stream Real Estate Hldngs,3105274500,"19609 Campaign DrCarson, CA 90746",,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
ARTHUR RICHARD FLORES CONSULTING INC.,9497258625,"25841 Pecos RdLaguna Hills, CA 92653",,"Commercial Real Estate, Real Estate Consultants",Real Estate,CA,PST,Lead
Real Property Management Select,7073179570,"1499 Oliver RdFairfield, CA 94534",http://www.norcalpm.com/,"Real Estate Management, Rental Service Stores & Yards",Real Estate,CA,PST,Lead
All Pro Management,9497520044,"4041 Macarthur BlvdNewport Beach, CA 92660",,"Real Estate Management, Commercial Real Estate",Real Estate,CA,PST,Lead
Western Property Advisors Inc,3103084533,"1800 Century Park ELos Angeles, CA 90067",https://www.western-property-advisors.com/contact-us,"Real Estate Investing, Commercial Real Estate",Real Estate,CA,PST,Lead
BMI Property Management,5103054655,"2444 San Bruno AveSan Francisco, CA 94134",http://www.pms-sf.com/,"Real Estate Investing, Real Estate Rental Service",Real Estate,CA,PST,Lead
805 Home Staging,8053588065,"31356 Via Colinas Ste 111Westlake Village, CA 91362",,"Commercial Real Estate, Real Estate Consultants",Real Estate,CA,PST,Lead
C M C Realty Group,2096015831,"1625 W March LnStockton, CA 95207",http://www.cariemcfadden.metrolistpro.com/,"Real Estate Management, Commercial Real Estate",Real Estate,CA,PST,Lead
Brimor National Mortgage & Realty,9492169380,"Trabuco Canyon, CA 92679",http://www.brimor.biz/,"Real Estate Buyer Brokers, Real Estate Loans",Real Estate,CA,PST,Lead
Temecula Appraisal Group,9512522363,"31805 Temecula PkwyTemecula, CA 92592",http://www.temeculaappraiser.com/,"Real Estate Appraisers, Appraisers",Real Estate,CA,PST,Lead
Scott Fuller Group Danville Real Estate,9255676720,"15 Railroad AveDanville, CA 94526",http://fullerrealestate.com/,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Wellmax Development,6268720050,"288 S San Gabriel BlvdSan Gabriel, CA 91776",http://www.google.com/search?sca_esv=d2c89b61858e419b&hl=en&gbv=2&si=ACC90nwjPmqJHrCEt6ewASzksVFQDX8zco_7MgBaIawvaF4-7oJV2wtmG0pNu7Zyx3PkkgZE3GJnR2L1lH4YVTU0f8R_2RIPVkRRCLE2VdgRdBG1ShQ7q0PLevWFPUaWByjPHMRz8nlWGQTReDY9xbR6D5ZyFgDWiA&q=Wellmax+Development+LLC+Reviews,"Commercial Real Estate, Real Estate Consultants",Real Estate,CA,PST,Lead
Bikram Yoga,3108545800,"11500 W Olympic Blvd #385Los Angeles, CA 90064",http://parkside123.com/,"Real Estate Management, Real Estate Consultants",Real Estate,CA,PST,Lead
JVL Realty,9498739542,"125 Ryan Industrial CtSan Ramon, CA 94583",,"Property Maintenance, Real Estate Developers",Real Estate,CA,PST,Lead
Courthouse Property Management,5308857583,"11990 Heritage Oak PlAuburn, CA 95603",,"Real Estate Management, Real Estate Rental Service",Real Estate,CA,PST,Lead
Ginny Kavanaugh Real Estate,6504008076,"116 Portola RdPortola Valley, CA 94028",http://www.kavanaughrealestate.com/,"Commercial Real Estate, Real Estate Consultants",Real Estate,CA,PST,Lead
Organization of Real Estate Professionals,6192693882,"6760 University AveSan Diego, CA 92115",http://orep.org/,"Real Estate Management, Real Estate Consultants",Real Estate,CA,PST,Lead
Aragon Business Center,7602511420,"11600 Palm DrDesert Hot Springs, CA 92240",,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Huettig & Schromm,6503222121,"431 Burgess DrMenlo Park, CA 94025",https://hsproperties.com/,"Real Estate Management, Commercial Real Estate",Real Estate,CA,PST,Lead
Red Door Real Estate Group,8184299601,"1635 Rosecrans St Ste DSan Diego, CA 92106",,"Property Maintenance, Real Estate Consultants",Real Estate,CA,PST,Lead
Hurley Consulting Services,8055504233,"3940 Broad St Ste 160San Luis Obispo, CA 93401",,"Inspection Service, Real Estate Inspection Service",Real Estate,CA,PST,Lead
Ocean Valley Realty,7602171212,"13964 Tioga StHesperia, CA 92344",,"Real Estate Buyer Brokers, Commercial Real Estate",Real Estate,CA,PST,Lead
Caroline Lien Real Estate Broker,6265511771,Serving theCA Area,,"Real Estate Loans, Real Estate Rental Service",Real Estate,CA,PST,Lead
Bre Ddr Crocodile,9098997788,"15262 Summit AveFontana, CA 92336",,"Real Estate Management, Commercial Real Estate",Real Estate,CA,PST,Lead
CAL Property Solutions,8052324243,"701 E Santa Clara StVentura, CA 93001",http://www.calpropertysolutions.com/,"Commercial Real Estate, Real Estate Consultants",Real Estate,CA,PST,Lead
Real Property Service,9093380211,"PO Box 399Rimforest, CA 92378",,"Real Estate Appraisers, Real Estate Consultants",Real Estate,CA,PST,Lead
Berkshire Hathaway Home Svc California Realty,5597322500,"1770 W Walnut AveVisalia, CA 93277",,"Commercial Real Estate, Real Estate Consultants",Real Estate,CA,PST,Lead
Aragon Business Center,7602511414,"66350 Pierson BlvdDesert Hot Springs, CA 92240",,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
"Polly McDonald, Remax Advantage",9512170959,"611 W Redlands BlvdRedlands, CA 92373",https://www.remax.com/,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
CASp Experts,8183912570,"350 N San Fernando BlvdBurbank, CA 91502",,"Consultants Referral Service, Real Estate Consultants",Real Estate,CA,PST,Lead
North River,4154195791,"4380 Redwood HwySan Rafael, CA 94903",https://www.northriverco.com/portfolio_page/margarita_plaza,"Real Estate Management, Commercial Real Estate",Real Estate,CA,PST,Lead
Envisage Companies,4155976124,"837 Fillmore StSan Francisco, CA 94117",,"Real Estate Management, Real Estate Developers",Real Estate,CA,PST,Lead
Placer Land Real Estate,5308856212,"1015 Lincoln WayAuburn, CA 95603",,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Highmark Ventures,3107797200,"1145 Artesia Blvd Ste 204Manhattan Beach, CA 90266",http://www.highmarkventures.com/,"Real Estate Developers, Real Estate Investing",Real Estate,CA,PST,Lead
Stalzer Team - First Team Real Estate,7142991333,"1400 N Harbor Blvd Ste 101Fullerton, CA 92835",http://www.stalzerteam.com/,"Commercial Real Estate, Real Estate Consultants",Real Estate,CA,PST,Lead
The Cottages Studios,4402844631,"1233 E Bellevue RdAtwater, CA 95301",,"Apartments, Commercial Real Estate",Real Estate,CA,PST,Lead
"Lillian Powers, REALTOR® Murrieta and Temecula Real Estate",9519708934,"258 N El Camino Real Ste CEncinitas, CA 92024",http://www.lilyliketheflower.com/,"Real Estate Investing, Commercial Real Estate",Real Estate,CA,PST,Lead
Advise Property Management,9092444282,"14701 Peyton Dr, #921Chino Hills, CA 91709",http://www.adviseproperty.com/,"Real Estate Management, Commercial Real Estate",Real Estate,CA,PST,Lead
Hector Martinez,5592802024,"400 E Main StVisalia, CA 93291",,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Horizon Property Ventures,5624344300,"Long Beach, CA 90814",,"Real Estate Investing, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Paradise 123 Property Solutions,5303441377,"6381 Monitor RdEl Dorado, CA 95623",,"Real Estate Management, Real Estate Consultants",Real Estate,CA,PST,Lead
Zinex Realty,7149448965,"Irvine, CA 92618",,"Commercial Real Estate, Real Estate Consultants",Real Estate,CA,PST,Lead
Century 21 Bundesen,7077697100,"755 Tomales RdPetaluma, CA 94952",http://tomalesroadranch.com/,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Independent Properties,9515878886,"28362 Vincent Moraga DrTemecula, CA 92590",http://www.independentproperties.net/0/home,"Real Estate Loans, Commercial Real Estate",Real Estate,CA,PST,Lead
Modesto Property Management Services,2098536111,"2519 Budd StModesto, CA 95350",,"Real Estate Management, Property Maintenance",Real Estate,CA,PST,Lead
Danon Burnside,9512055796,"Rancho Cucamonga, CA 91730",http://www.danonburnside.com/,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Teresa Norman Realtor,5592132090,"567 W Shaw Ave Suite A-2Fresno, CA 93704",,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Pacific Oak Real Estate Services,8312455195,"Hollister, CA 95023",http://pacificoakrealestate.com/,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Butch Suddarth Group,9492325665,"419 Main StHuntington Beach, CA 92648",,"Commercial Real Estate, Real Estate Consultants",Real Estate,CA,PST,Lead
Brunilda Zaragoza Real Est Grp,6195207799,"1116 1st StCoronado, CA 92118",,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Real Property Management Boca Raton,5617844060,"2255 Glades Rd Ste 324aBeverly Hills, CA 90210",http://realpropertypbc.com/,"Property Maintenance, Real Estate Management",Real Estate,CA,PST,Lead
Jim Marak  Beach Cities Realty,3103221900,"402 Main StreetEl Segundo, CA 90245",http://www.jimmarak.com/,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Alfred Bourgoyne,8185401313,"15260 Ventura Blvd., Suite 1200Sherman Oaks, CA 91403",https://www.bourgoyne.com/,"Real Estate Buyer Brokers, Real Estate Rental Service",Real Estate,CA,PST,Lead
Danon Burnside - Real Estate Agent,9512055796,"1254 S Waterman Ave., #48San Bernardino, CA 92408",http://danonburnside.com/,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Allied Golden,3102810133,"414 N Rodeo DrBeverly Hills, CA 90210",,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Creative Concepts Group Inc,8183636380,"19640 Horace StChatsworth, CA 91311",,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Stephanie Baptista Realtor - RE/MAX Gold,5304014210,"660 Auburn Folsom Rd Ste 201BAuburn, CA 95603",https://sbaptista.remax.com/,"Real Estate Consultants, Real Estate Appraisers",Real Estate,CA,PST,Lead
Robert Clements,9169333600,"Fair Oaks, CA 95628",,"Commercial Real Estate, Real Estate Consultants",Real Estate,CA,PST,Lead
Marcus & Millichap,6503911764,"2626 Hanover StPalo Alto, CA 94304",http://www.marcusmillichap.com/,"Financing Services, Commercial Real Estate",Real Estate,CA,PST,Lead
Access Brokerage,8007642284,"4949 La Sierra AveRiverside, CA 92505",,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Soo Properities,6265747988,"1108 S Baldwin AveArcadia, CA 91007",,"Real Estate Consultants, Commercial Real Estate",Real Estate,CA,PST,Lead
Coldwell Banker Real Estate: Michele Replogle,8318187372,"824 Mission Street Suite BSanta Cruz, CA 95060",http://livethesantacruzlife.com/,"Real Estate Buyer Brokers, Commercial Real Estate",Real Estate,CA,PST,Lead
DBI Group,8587291833,"1224 Prospect St Ste 150La Jolla, CA 92037",https://www.dbigroup.com/contact-us,"Commercial Real Estate, Real Estate Developers",Real Estate,CA,PST,Lead
Beverly Sanders Realty Company,7074632570,"320 S State StUkiah, CA 95482",http://www.beverlysandersrealtyco.com/,"Real Estate Agents, Property Maintenance",Real Estate,CA,PST,Lead
Shankle Real Estate,8316461401,"261 Webster StMonterey, CA 93940",http://www.shanklerealestate.com/,"Real Estate Agents, Real Estate Investing",Real Estate,CA,PST,Lead
